artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
meat puppets,backwater,1994,rocket knife blood swirling never dime backwater paper fine morning gone say face half solo whose daybreak verse laugh outro guitar stand flowin find pain blind wake something rearranged time ceiling looking sheltered come sky hey good long feel may backwards unconscious thing change vein open roll instrumental embed shoulda seem bridge feeling sideways way,0.093,0.756,0.151,0.4215
the cleaners from venus,the mercury girl,1986,staying world secret sun today lie could career going came never got loved interlude call say solo tried another forever verse outro mocking kid town life slipped missed one time finger looking see building patootie would may told day demolished mercury away girl else hold mine like eye embed schmooty factory go back around till might chimney northern knocking,0.123,0.839,0.038,-0.6753
aerosmith,amazing,1993,destination die outro tired tunnel journey heart aerosmith wherever survive sick tell remember fly moment goin lie hit night could wrong blink verse life insane shot ca grip good leave would lost get tryin righteous desperate floor eye crawl brings light walk tomorrow street alright mercy kept prayer high pain let one alive see listen wing wishin thought may last tonight scratchin amazing spoken know vacation sin bridge stay right end broken door talk permanent solo time finally angel arrives learn sayin livin,0.274,0.57,0.156,-0.9136
eddie money,endless nights,1986,standing night na die could never wo leading mind call keep worth tender taking gon wish twisting believe apart simple turning explanation life touched one time round hope tearing turned ca ever holding circle answer nightsembed thought would love change though starting away well think rehearsed logic stop reason around inside fear endless way,0.135,0.666,0.2,0.5423
alice in chains,down in a hole,1992,sun sand control losin intro staley burned na beneath grave wo bloom supposed give teeth tongue kicking verse layne look man cantrell heart feelin understand put flower wan let taste place see wing decorate holding jerry thought womb rare small denied rain soul like speak guilty stone eaten hole tomb fly saved bury know bridge softly part feeling inside sit,0.115,0.733,0.152,0.4019
megadeth,a tout le monde,1994,monde leaf sleeping aime plan doi amis harder vous gone say little verse outro free je simple heart left set living found read life pain please friend alive le body rule ever realized game hard surely moving cost passed break memory would feel word became love thing last idea tout denied nothing behind accomplished seriously think instrumental me speak eye remember know stay partir took scarred tous smile still,0.124,0.592,0.285,0.9428
beastie boys,flute loop,1994,track rash lead grape early button loop depth pow make diaper cause ape well soul rock goldstein nah story ai back peep ill goin secret intro ewing say give freaked funky verse making peak relax place shot al ca getting check leave get nothing train dante like rhyme pat sit got live morning music bass trying connected goal man hitting found switch max come refrain kick beat sex ak fill go pumping know peeper virgin function screwing team cash wire porno little shit quit victoria mic flute pop move wave wine pause sound feel mixtape winner sixty perlman win mad spunky nation barrel dinner monthly feeling cornelius anus junction,0.17,0.721,0.108,-0.627
pulp,underwear,1995,door standing night na could going shut near unemployed close room want give somebody verse outro guess ohembed jesus wan life fact see must come hard naked whole escaping anywhere last get stair girl else wanted fashion coming touch eye underway trade remember curtain stop hell go boy underwear far moment stood way,0.14,0.818,0.043,-0.7717
guy clark,the cape,1995,grown arm dead na could start got eight spread unwound tight tied sack checked head old flour gon people busting full verse screwed leap kid heart licked life vinegar finger one said year wind sure ground come piss climbed always seam whole cape dream faith bless garage thing heck neck jumping courage trust scared actin nothing hold well gray breath figuring like headed running know fly boy pretty around till still,0.152,0.58,0.268,0.8856
ziggy marley & the melody makers,brothers and sisters,1993,yea mother die born live act mind child others enemy face father brother town hate mean fate seed blind brown time son looking see must ca hear difference sometimes satisfied white love stranger mankind sister rasta think earth mama state realize embed black remember different light kind around smile,0.204,0.606,0.191,-0.2263
david bowie,loving the alien,1984,wealth intro hooked lie view alien plan leon de interlude pray saracen problem travelling coeur hanging terror give unbeliever believe verse outro knight loving opening land thinking prayer blind watching upon dawn time bounty come telegram sky yesterday anything mirror break christian disappear palestine thing saddest cross holy hide templar strangest torture go bear salvation sin modern different nail til heathen two believing tomorrow best laid,0.261,0.59,0.149,-0.8519
patti austin,broken dreams,1994,torn take na alone got mead call song strike wrong stand believe lover heart find hate put wan let place make looking see seems always happy dream lonely love thing change together away nothing worked hand embed cry sad go know fly send second broken end,0.353,0.41,0.237,-0.703
toots & the maytals,spiritual healing,1984,world goodembed shine today reunite got bad say waste give little believe heart healing living life let time ta come glory need hear good satisfy everyone love wide open everybody c'mon ooh spiritual higher part feeling heal alleluia inside way,0.11,0.558,0.332,0.9139
luciano,never give up my pride,1996,world rough twist na going flowing never down wo pray due although keep capsize give trying society tough pride find depend mean wan life let brighter push time succumb hope ups see jah wind yesterday paid future even hoping cause sometimes dream would may blowing love though aside trust get bring knew turn like trade embed remember seem filled try wich broken tomorrow inside way,0.079,0.649,0.273,0.9445
matchbox twenty,shame,1996,alone could never bad funny gone past ya step verse look certain troubled left set taste ohembed better life something let one learned fool big bitter much wind ever come good dirty thought love thing situate forgotten lost forget slip get away open floor think tell like remember across pas go shame try light bridge blow around second stood,0.294,0.502,0.204,-0.6962
pat benatar,invincible,1985,remains darkness power na die got wo anybody run sudden face enemy gon bloody verse outro oooh stand situation shattered help invincible air ca scream conviction satisfied dream mystery road nowhere justify innocent anymore waiting fill embed angry ooh running bridge sacrifice right afford,0.354,0.484,0.162,-0.9142
meshuggah,soul burn,1995,emptiness piece liquid mouldering never perception praise mind subsequently past merger pressure lifetime increase make peace desperation burning insidious clutch soul tell confusion endlessly disguise flame blackened constant youth lie sieged cage visual flash step verse fade inner life mass leave lost picture perpetual eye sense disbelief taken line wreckage chained inside endless astray live interlude drowns sens mess fence enemy face within find pain void drawn see subliminal deception truth burn nuance mirror memory cold ravenous grasp reality bare cover bridge wrapped pulse fear frayed blurred unveil solo another forever vague turning rest gaining reflection oblivion tearing need obscured flawless human naked real day reign breeding progression pas burnembed strange trapped feeling belief,0.292,0.604,0.104,-0.9756
incognito,roots (back to a way of life),1995,world await take spend blood desire water seek caused root space demand step yah primal everything find life time place lifeembed game long understanding discover spark stronger cultural running owe try talkin back flame inside way,0.036,0.754,0.209,0.7269
survivor,i can't hold back,1984,star night passion na desire wait wo fire silence run head clue gon another edge fate let time make explodes see come ca backembed holding page feel dream tremble fast love last rush voice girl hold turn touch reaching hand affair eye trade ooh speaks go story line try true back shooting might moment inside late searching,0.062,0.665,0.273,0.9349
michael franks,how i remember you,1993,jungle joy shine vu maple revolve start never time silence sparrow name sunlight clue amazed forever verse outro deja written within heart certain find found snowfall window reveals something life million resembles magnifies winter note reminds see season defines abandon display youembed rose sound feel word single love change choose day fragrance intensifies every harmony think touch way like eye remember tuned confusion search creation true around autumn fire endless summer searching,0.079,0.631,0.29,0.9643
dwight yoakam,fast as you,1993,rough control sookie na uhhh start got wait wo gon verse outro guitar shake free heart tough pain let one make see rule come finally long knee break real fast maybe thing hurt get tonight spoken learn boldly turn think like cry baby slow someday right strong around tooembed,0.192,0.575,0.233,0.5859
the grace thrillers,around god's throne,1995,blood never outstretched mind close hades nostril flesh heart valley destruction glory thrilled gaia art chaos lightless thousand altar bloodlust every shrouded soul turn cacophony calm made misery assault stayed still haunt night kiss annihilation step heaped darkened edge life fallen worship poison stillborn even crown death closed afterbirth kneel hand eye amidst filled devolution brings almighty sacrifice feeble midwife carcass travail morning forth sword turmoil face beauty man guide dark daylight justice see deceived deception villainy long slave last dragon denied handembed sculptor since veiled know source creature thy fear agony revilers ear mustered star power smoke hymn near molech wellspring forever named rest wrath deceiver fulfilled throne time angel perverse god nature finalborn curse hide spilled evade quench weep grace purposeless progress around many depraved,0.317,0.473,0.21,-0.9678
marilyn manson,antichrist superstar,1996,sun intro skin star spread superstar head fake pissing antichrist talking whose verse outro repent quite built betrayed finger time bitter see feed wing come shed hey hard angel anyway thing wishing grows hydra suffering well eclipsed almost threw tell mistake sell hell money know prick back bridge moon cut done clear,0.386,0.526,0.089,-0.9683
joe cocker,living without your love,1986,wanting world somehow night na could needed start wear never suddenly without understand heart living find found taste wan life let called missed make sweet comin see ever ca hoping long darlin dreamin thought feel dream day love mean get knew loveembed win tonight enough like eye made needing go know stay true complete everything smile,0.074,0.612,0.314,0.9519
jawbreaker,accident prone,1995,leg night could limb hospital got used wait begging near wo scratch call keep intact name miss close room wreck without furthest verse wall left built found learned friend life pull place one year come prone passage hear good bled death meanest word fast love thing breathe accident closest forget away day nothing claim new wanted breath almost instrumental mine couple eye hand cry go total draw line cut confusing walk broken smile still,0.237,0.586,0.177,-0.6204
the outfield,no point,1985,point working closer na going never gone child keep beginning hesitating worth winning want trying tried talking forever stormy left carry wan acting time pretending see getting circle next ending spent get away nothing tonight waiting lying seen like go ai back allembed around weather far way still,0.042,0.723,0.234,0.8349
38 special,if i'd been the one,1984,door take na could never mind space name say goodbye face give stand verse apart look forever heart fade read wan blind pain place one time said awayembed empty ca explain hear hard good feel love thing change cold lost hurt away closed since heartache think tearin mistake deep count cry meant reason go erase bridge heal inside smile still,0.248,0.584,0.168,-0.5574
foreigner,down on love,1984,tear torn take someone na alone start going never got mend say face want gon people wrong given verse outro comfort falling apart heart living ought little cloudy life better pretend one see seems ca come sky always even leave love maybe fall scared get finding away rain new tonight girl side hide like eye realize cry prepared reason go baby ai know stay true forever matter two right far dry broken,0.225,0.54,0.236,0.4654
lagwagon,violins,1995,arm telling mother could na role slipping live escape bottle broke mortal violinsembed keep miss say joke tongue trying violin another verse outro bite stake worst heart put false wan life something butt place let one fool ashtray mouth unfamiliar see forgot ca come service hard word anxiety love clumsy away bring open grasp sick well girl creep assume like mistake assumption grace go claw try true know calling vindictive replacement hypocrite awake giving,0.198,0.558,0.244,0.6908
ray charles,this old heart (is gonna rise again),1984,tear track hobo closer na going wait bone gone wonder keep cried old want gon first heart taste pain rise time one come getting feel may love againembed hurt lost away train well waiting behind along like count drop heartbreak go baby line know stay true till,0.25,0.504,0.246,-0.0772
sonic youth,panty lies,1995,attention lie hover got say lip talking little verse look first pretend wearing panty least see come hey walking stare mirror playing mom girl outside closet rude realize ai line hair bridge disguise shoewa underwear twirl inside square,0.152,0.806,0.043,-0.5574
rush,the enemy within,1984,experience extreme take darkness pounding skin tense movement implausible enemy face flash tongue charge pressure little verse within persistence tree surge living spider taste window temple security muscle dangerous looking missing wind resistance adrenaline revolution action reaction dream contact promise thing stranger get tin every needle shadow breath spin outside distance hide like imagination suspicious existence adventure across static crawl go bridge nerve end grin giving,0.226,0.58,0.193,-0.4364
anthrax,only,1993,revolve take never terrified live crucified solo unpredictable verse outro guitar somewhere quit understand life see come ca mood hard whole contain would thing change perfect else sick wanted spectrum calmness tell hand deranged taken clean stop compromise stay clashing swinging sacrifice bridge myselfembed around end everything way,0.111,0.641,0.249,0.8631
ricky skaggs,where the soul of man never dies,1993,tear dimmed joy home shine spend night dear never canaan darkest beam eternity man land friend rose day peace love soul turn way eye embed sad across foam light farewell dy blooming,0.065,0.521,0.415,0.9503
mariah carey,never forget you,1993,door night near never wo gone goodbye say another verse laugh somewhere smile heart let time said see ca need hear always wherever god memory leave may love forget away every tonight hold anymore behind side tell vanished embed really know baby bridge someday right walk late,0.052,0.67,0.278,0.9382
ratt,closer to my heart,1985,darkness night closer broke indecision say step free heart tangled find easy fallen time one see listen turned always listening page heartembed feel lair promise love lost hold care cross heard really confusion line light feeling way still,0.23,0.413,0.357,0.866
tom waits,clap hands,1985,shine baltimore bill jacket coal never bad dime sane pistol seemed bottle dame heaven handsembed roosevelt luck harlem hanging lame little full pole fifty find window blind conductor insane time son said comin thunder boat wind sure millionaire nobody always runnin army shovel steam bird dream hat dollar cincinnati row paladin hundred rain clap knickerbocker fireman hand sad roar hole salvation back bitch moon went jean inside way goin,0.168,0.646,0.186,0.1406
trace adkins,(this ain't) no thinkin' thing,1996,tense passion brain devotion analyze present psychology supposed little verse outro situation equation conclusion left mathematical make nothin chemical much thinkin attraction ca need darlin logical emotional deeper love thing reached forget girl hold gray sense reason go baby ai back matter right rhyme gettin physical,0.073,0.631,0.295,0.9001
stereolab,ping pong,1994,accent home slump decade revolve die shut alright loop bigger tends stand verse economical outro historical look bloody stage naturally pong better life losing one recovery round peel million see come always shallower happy three huger worry sometimes next job lose cycle thing shown get smaller kin nothing ping war go greater back bridge square pattern sit,0.197,0.616,0.187,-0.1911
jeff lorber,facts of love,1986,door secret take lie passion men got mind satisfaction waste want half another lover heart found play something time might sight fact empty need game hard walking satisfy conversation imitation ice love cold accept away loveembed every open else played think heard invitation baby know dozen ordinary foolish halfway many reputation temporally,0.107,0.501,0.393,0.9709
pink floyd,high hopes,1994,sleepwalking begun wonder ragged tide hello meet outro grass friend followed ground tie beyond myriad stray charlie forward side force green consumed back higher still world encumbered intro night mist causeway altitude ringing step dizzy verse inner life place dragged hope surrounded small strayed behind eye taken light unsatisfied endless lived greener footstep flowing height unfurled trying horizon high division hunger brighter dawn looking band long thought dream road reached away leaving ember miracle along instrumental river bell slow took young bridge creature sweeter glimpse boundary desire water decay glowing weary without forever great taste flag dreamed time magnet ever ambition though running cut many constantly,0.141,0.713,0.146,0.383
iron maiden,powerslave,1984,cat ghost lie blood night die na power marbled live grave interlude waste strike terror solo red people verse outro guitar reigned man living shell temple wan life watching one worship wine powerslave ca enter glow game risen knee god death would thousand fall last slave cold vein bring horus age open osiris giver tell hour eye stone preserved green drop silent hell go succeed around gate fear abyss dy laid,0.312,0.586,0.102,-0.9657
eek-a-mouse,palaving,1984,youth palavin follow live wo pray mind keep say want starvin conscious little verse outro look within man parent crime life achieve please time come hear hey good dem god palaving survive balling thing ballin starving get pave scatting realize cry soon remember almighty calling around way goin,0.156,0.663,0.181,-0.128
sponge,wax ecstatic (to sell angelina),1996,door fix going got never trouble problem call want pluck fantastic bore laugh ecstatic save hunchback forecast magic left life something help time le much happiness ca need phone promise thing lost wax away science huh circus nothing deserve tragic like throw embed sell shaving pas shave hair automatic purchase angelina walk way,0.084,0.513,0.403,0.9725
go west,we close our eyes,1985,knife take frame night talk desire water danger wait never slipping chance run close say miss show give safer verse outro edge let dark time one hero wine see blame hear game would final everyone lose stranger away burning tiger wednesday girl spark outside almost hide surrender imagination eye go know listens bridge far walk inside,0.189,0.655,0.157,-0.0636
mark chesnutt,it's a little too late,1996,home night needed came never interlude early morning gone keep head say wrong little verse outro man left time list dawned bed ever realized surprise good three worry thought would word change last lateembed mad every well hangin made beside running quarter kind til right musical done late laid,0.149,0.681,0.17,0.0772
starship,tomorrow doesn't matter tonight,1985,home alone already plan got mind tonightembed want look heart find living hate let looking see fit holding feel dream lose confused promise love lonely reach fantasy tonight think analyzed hand eye made really meant go know stay kind matter right feeling tomorrow way,0.194,0.412,0.394,0.891
john michael montgomery,kick it up,1994,door neon spend hot night na smoke whirl came start dime going got trouble heaven boot morning saturday gone party show old gon give unwind meet tired man guitar play punch time country jamming make upembed seven alive band work long good monday kick worry dance leave week lose day pocket six get bout every girl floor rocking waiting clock paycheck turn bos tell darling county across blue ai line know boy pickup bar runaround,0.132,0.68,0.188,0.743
sweet,blockbuster,1993,anyone take ow someone able got going never taught mind nose say surprised clue evil look find better ta come ever nobody hear long beware cause thought buster cop steal caught watch woman care behind eye embed aah black block go hair know running disguise way,0.21,0.655,0.134,-0.6705
randy travis,the box,1994,never letter tender wrote heart set flower solid ago flew boxembed pocket love spent mom side rock made opened went shock lord night say softer extra father reno carefully hard workshop lost picture easily wooden mama like baptized taken inside dusty someone got child show kept written wife leather hawaii find found help one year see always long thought box memory word sister knew table dating closet seem vacation noticed till way knife men bible standin saw guess quite shelf first understood time poem ever day sixty gave stared faded top two daddy began,0.057,0.753,0.19,0.9274
tool,hooker with a penis,1996,penis point buddy sold fuckin met bought buy got shut advice ogt begging dipshit wear van name ya hooker suckin little verse outro fuck product man first read ep finger one make wearing dumb see ever hear even coke long sip record claimed dirty thought told sellin dollar ring dope tee nipple new well soul heard beastie layin tattoo as tv money know back boy send,0.166,0.806,0.028,-0.8869
burning spear,african teacher,1994,soil absent admit never african early present teacher africa bench teached culture upon brighter inna finish always iembed teaching reach school like bright amharic natty nah go back right part teach late yes sit,0.033,0.643,0.324,0.8807
george benson,you are the love of my life,1985,george home world spend alone looked start live taught flack room give people full verse outro free loving quite heart lifetime find found rest life place touched make one time alive lifeembed much sure ever good god thank leave day love thing last change lost knew soul sense belong reason search bridge roberta right strong moment benson way,0.067,0.548,0.385,0.98
testament,electric crown,1992,emptiness die success never ponder pray mind electric people reaper tragedy make wearing tested thing trace borrow lie intro start decided gone say fate heed life tasted bitter season frown ca crown break wander confide beg nothing realise sorrow cry light inquire tomorrow inside got brain show stand man left find let one dawn see must come preacher word change away knowing instrumental soon short reason go know wasted might done way thereembed alone follow victim silence another without crime sweet time justify care shiver,0.23,0.635,0.135,-0.8645
bill haley & his comets,(we're gonna) rock around the clock,1985,na start rag eight heaven strike tonightembed hon gon tree put cool daylight one seven round slows five rockin nine ten band broad six ring glad twelve four tonight clock rock seventh yell fun chime join two right strong around eleven goin,0.028,0.649,0.323,0.9423
ashford & simpson,honey i love you,1984,door doubt got wo bone valerie chill simpson close say verse outro situation forgive simple thrill flower sweet million make time sending distant honey nick need youembed seldom good difference feel break may word love every spoken hoo ashford heard belong baby know bridge matter feeling yes,0.082,0.633,0.285,0.8805
pantera,the great southern trendkill,1996,dead sold doubt pathetic mind run asking past magazine heart aloud create please wearing pierce gold mississippi soul speaking digging world hit buy gone give verse fuck look product plastic even politically get new floor relieved like sell hole hell southern breakdown scene weakest drown grave brain spot spun within man proof save trend let one word flaunt bottom know bridge right everything star without trendkill great time store god mtv bullshit rob nurturing huah,0.333,0.479,0.188,-0.9633
gowan,(you're a) strange animal,1985,fanatical similar follow got approach never say step trying everything verse look understand find reveals something watching analyzing let hearing unfamiliar move remotely stick hoping caution sound magical ominous word radical wide defense get nothing open hold spiritus well soul aware enough seen followembed line know peculiar system bridge kind strange inside fear animal,0.114,0.71,0.176,0.4588
strawberry switchblade,since yesterday,1985,today alone could locked gone close say want wish left la looking come yesterday thought ending maybe scared hundred away nothing well since still eye remember reason go part tomorrow clear sit,0.171,0.661,0.168,-0.0294
everything but the girl,cross my heart,1986,home lie night appalled die sleeping write never alright longer fine course mind wish verse outro guess heart drunk mean called time hope reply see ever always heartembed blundering anyway wash phone anywhere spent last glad knew wondering cross instrumental tell mine way really hand know polite keeping ask right end might yes,0.172,0.57,0.258,0.8106
soundgarden,superunknown,1994,control take lie alone died tied mind want solo believe verse guitar free making first oooh high mean blind make alive see superunknown feel steal get contained well soul hide seen sense river cry try bridge afraid smile,0.296,0.49,0.214,-0.6705
traffic,holy ground,1994,sand standing die tamerlane tide overcome heart pride make ground hear administered promise thing reach hurt turn frail back flame heal night plan keep give wrong look land tree fade life place corp ten ca even sacred get small pr uk like embed cry stop inside tear torn going music bmi child sony trying stand save pain dark one alive see change watch bring rain away shame try publishing right crashing way take vow everywhere song apart shoe understand time beating sound god lonely fall gave age holy warner,0.245,0.587,0.169,-0.8807
white zombie,more human than human,1995,tear world dead psychoholic lie skin fucker phantom american freedom blast scratch mind head electric say want television crawling verse apart man heart zombie read ripper life make said moaning human suicide box freak eat love demolition locomotion acid fucking skeleton motherfucker shadow rob soul turn war hand style jigsaw victimize hell ai core around broken psychic done cannibal,0.405,0.425,0.169,-0.9773
metallica,wasting my hate,1996,dead foot blood na got going wo gone mind keep say waste gon give verse laugh hate score better help time pleased see wasting even good hey crown feel day pump raise beat brow well worthy breath receive greedy think enough hand tip hell ai send smile,0.261,0.41,0.329,0.5106
tracy byrd,lifestyles of the not so rich and famous,1994,sittin barbecue gon hog outro put honey john ol tell story famous moon cue card night rich bean pie fine camera junior verse look sock sleep shoulder nine baseball fairlane dirty leave buck idea new cola mama bright caviar porch hole line talkin light readin bringin na league elvis call show wall high wan let see famousembed long duck bring wild backyard block blue go rc bridge bowling point team champagne kid cool time class tray day lifestyle crew tv livin stringin blow,0.074,0.791,0.135,0.7003
texas tornados,little bit is better than nada,1996,border hit na bit came bad moonlight keep rode sometime face want gon rio drove little shake fourth man guess brand town high put fate better place nothin make trail hope said turned grande nada whole word proceeded dropped gringo get jail new federales bandido wild turistas touch hunt hand cancun like style allembed boy july enchilada late telephone ringin ear,0.068,0.753,0.179,0.7841
eurythmics,when tomorrow comes,1986,world arm universe yea star night someone na dear looked wait shade head dreamlit gon another breathing driven depend life upon million one dangerous sleep brightly year come need careless chaos untroubled day fast last shining asleep small away every wondering outside till pale lying like eye taken baby know shift moon far feeling tomorrow underneath comesembed,0.179,0.692,0.129,-0.6808
the mad lads,let me repair your heart,1984,torn overhaul night met someone na plan fix got call anytime gon riff verse outro apart heart lifetime wan let see much wrecked hey work meembed dream would day scheme every new else girl warranty like swear baby know guaranteed repair part broken best,0.112,0.658,0.23,0.8225
the bellamy brothers,feelin' the feelin',1985,sun world whispered shine hit passion na start got seemed broke cloud close stunned say started gon little feelin heart mean woke steelin make sleep move awhile seems ca wing come surprise darlin dance dream lonely love wvery last though unbridled get innocent rolled well spin earth enough deep embed steadily hair slow took back know flyin true brush around moment dove smile,0.081,0.617,0.302,0.954
al jarreau,high crime,1984,stingin sun point night view never pray vanish mind ya court meet mornin conclusion heart left high first jumpin deposition better pain ouch crime cryin time said illusion thinkin lawyer judge stick doin quick even perhaps company message photograph love change entered though get degree style embed really sign meant fun claiming go stay crazy refuse dry still,0.173,0.635,0.192,0.5426
the wallflowers,6th avenue heartache,1996,home world foot star street alone homeless got never act gone song loud step held solo subway fifty verse guitar look moonbeam man wall stand window silhouette upon finger drawn year singin see wind shot move scream walkin steam crossed dream strapped siren thing midnight six stranger ring small knew heartache hand like cry string river black moved avenue line back bridge shooting complete stood laid,0.103,0.795,0.102,-0.0258
joe cocker,love is on a fade,1986,sun door slippin shine forgettin met na could fading came never okay longer gone say started want gon give tried look guess fade kinda silhouette slipped time one said see awayembed need sinking getting walking good rising anyway leave lonely love leavin trick away girl shadow like eye soon baby two lied way still,0.141,0.692,0.168,0.5767
the cure,friday i'm in love,1992,middle sunday take night stuff start wait never wonderful saturday attack head throwing friday hesitate spirit apart verse shoe bite wall heart rise round big sight looking see spinning bed frown come surprise even always monday refrain grey sound break smiling eat love fall watch get wednesday thursday care hold sheik sleek instrumental gorgeous enough eye black tuesday blue stay back dressed instead bridge late,0.06,0.633,0.307,0.9641
alan jackson,"tall, tall trees",1995,prove attention take notion buy got drive utmost water want give verse outro loving trip tree great ocean fool one big awhile ever youembed longest woo may anywhere get well sea seen travel tall limousine across money true yahee mansion,0.055,0.62,0.325,0.9246
little river band,time for us,1986,home world night na spare alone wait never used wo climb close show trying people wrong full believe minute man understand find wan please fragile time sleep diary ca usembed long good feel phone would leave word thing reach stair every care share hold hide think turn tell like affair enough know two many feeling moment inside way still,0.112,0.669,0.219,0.7717
rhett akins,love you back,1996,setting carrying parade could desire got dear near letter leading searching gone low music song asking miss wrote giving somebody another man high find play mean thats kerilee one poem class graduated fact much reply year sinking hear backembed hard mutual cause dream may day fast love single marched finding changed nothing well waiting receive soul natural mine drowning realize baker really ai believing back flame right saying part fire still,0.107,0.677,0.216,0.8882
peter gabriel,that voice again,1986,uncertainty danger na near interlude head close want tongue talking wrong everything verse apart heart tangled carry wan help time make said alive wind listen must judge ca hear listening streetcar naked conversation word love thing scared get voice rattle sense clearly brings try bridge colouring jury right far sharp hearing clear still,0.159,0.567,0.274,0.8176
travis tritt,foolish pride,1994,piece seemed slowly cried outro pride friend provide much blame love hurt every soul turn think sad heartbreak chalk ai mmmembed spoke foolish instead stayed best anger night darn fought loser verse damned easy wrestle weakness hard good break would lost floor cry crawl light walk dy tear lesson loses passion emotion call show lover wall simple find punch see pillow burn ash word last fault tonight romance go bridge matter urge apologize another relives learned defeat fall stubborn competition,0.372,0.383,0.245,-0.9313
john mellencamp,between a laugh and a tear,1985,cardboard tear used live longer gone advise past old wrong little laugh feelin town energy mean discouraged amuse balance life friend finger one nothin ridiculous big see fit swing seems future adolescent good sound anything sometimes mirror dream feel day word downhearted forget get tryin every soul count precious embed paradise stop reason ai seem know worthwhile try crazy hypocrite walk moment everything smile way,0.187,0.487,0.326,0.9247
the smashing pumpkins,geek u.s.a.,1993,never mind ok wish full outro missed pretend million siamese anyway delirious love apple caught geek sad afraid define world cast born kiss chance say give believe verse guitar twin shot break leave behind like eye forsaken inside hiss alright circumstance fake connected lover fail let year wrist thought dream virus word disappointed away knew really liked paradise try bridge dad alone dear expelled diamond solo understand rest sear understood dangerous disease need unhappy feel disappear gave innocent,0.293,0.423,0.284,0.4452
dan seals,headin' west,1985,rolling today standing telling heading hit na bill working gas got never bad begging freedom wait boot morning mind gone headin say face half gon westembed another full meet guitar thinking town left play suitcase something place one time sight looking nobody check moving rainy tank long job day dollar saving hundred nothing leaving tonight behind state sundown sunshine ai line stay back west right pickup everything way sit,0.061,0.83,0.11,0.5834
sublime,pawn shop,1996,sold intro shop bone flesh strictly please pawn bird break told soul instrumental heard stone like made albino ooh remember go light right way,0.0,0.821,0.179,0.5859
john anderson,i wish i could have been there,1993,home nice mommy run loud wish town thousand bow mom rock sad fifth makin raised grown hit could born say believe mile life kate thatembed hard good happy papa proudest saying celebrating yea bobby party smilin usa wife loving living one year cheering least coulda proud road memphis away touch lying chip twenty moved block baby hair stay congratulation arm dad today winning old little somewhere kid first kinda called crowd hero biggest day everybody two,0.096,0.523,0.381,0.9864
krokus,midnite maniac,1984,tear radio door midnite news passion could got loose killer paper machine terrorizin lock run happened face solo verse guitar wall read crime better life comin ca hear large maniac feel dream day watch get shadow sex hidin thru areembed neighborhood know stay light tonite makin far walk danger way,0.25,0.632,0.119,-0.8658
slave,forever mine,1984,failed regret dead blood honor wo paper mind satan want believe stand slaveembed fuck forever devil pride find fate hate pain life let worship see much come delicious quick feel promise slave reach vein get bring fucking new waiting curse side soul coming tell mine fill soon sign church prepared clean beside rage brings join back embrace founder fear way,0.358,0.389,0.253,-0.9482
carlene carter,nowhere train,1993,cat destination somehow track arrive steppin nice bad gon brand heart grand turn ai back far goin world drug haunt start kiss neat trainembed keep look bind life place leave nowhere cruise train new behind sorrow like line sadness moonlit ahead street na got live guide better one long darlin dreamin memory ride change bout sea blue reason know young limiles part end depended way star dear lookin wo standin runnin old play sweet time fallin real wide reservation two gettin,0.126,0.606,0.268,0.9382
rush,kid gloves,1984,wanting world rough lesson frustration got overwhelmed wear wo taught thorn call head name full verse man kid heart consequence bluff put tough play blind pull reverse push fool cool coolembed much rule indifference hard difference crown careless knock voice bare learn school touch weapon enough rude handle golden bridge glove constant knuckle everything way anger,0.317,0.55,0.132,-0.9022
barenaked ladies,the old apartment,1996,mousetrap door downstairs danforth plaster talk broken street fading bought came used live glass landlord stomped lock hungry blending broke bone keep laneway old want step guess wall heart crook neighbour crooked year body turned tableau rack backembed happy warm dull memory break paint phone love thing change house pave punched floor anymore tore mine lawn narrow tv landing clean fun hole filled know back temper dish apartment still,0.126,0.639,0.235,0.872
whitesnake,love ain't no stranger,1984,emptiness hearted passion alone needed looked bleed begin searching mercy people believe look loving heart read friend pain see much wind ca need nobody good feel warning love stranger cold hold well soul tell heard sacrificed staring dreaming line know ai blow ask around broken lord still,0.186,0.461,0.353,0.9231
blackfoot,steady rockin',1986,take hot startеd going got never wait wo escape wheel slowing hip keep say face want prettier corner guess town heart living friend let one nothin movin excitement see rockin spinning rule ca come steady singing good action shakin feel break lose slam fast word business get monkey nothing hold well double way seen swear stop fun brake reason go slow know true fooling whatever wе rhyme around might moment done yes,0.151,0.575,0.274,0.9321
the band,remedy,1993,border funny mind key put something son honey hear spent hurt well soul turn shape ai afraid believe blind getting singing fast breathe haulin lone get roll cure like load line stingray plain na september got doorway call show trying man save wall left window wan better crawlin see come preacher lay fork road last cold go know hallelujah might knocking take wo runnin remedyembed heavy freeze spider time move remedy spell dollar hold matin hardly,0.088,0.71,0.202,0.8625
siouxsie and the banshees,cities in dust,1986,sand former hot lie water fountain lares gaping washed child shrine nostril city verse outro dirt found friend time dragged mouth body glory pouring dust caught burning blanket mountain cinder praying lying hand molten throe hiding woah story running golden bridge choking eager,0.203,0.549,0.248,0.5719
