artist,title,year,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
bob dylan,fixin' to die,1962,"Fixin’ to Die Lyrics[Verse 1]
Feeling funny in my mind, Lord
I believe I'm fixing to die, fixing to die
Feeling funny in my mind, Lord
I believe I'm fixing to die
Well, I don't mind dying
But I hate to leave my children crying
Well, I look over yonder to that burying ground
Look over yonder to that burying ground
Sure seems lonesome, Lord, when the sun goes down
[Verse 2]
Feeling funny in my eyes, Lord
I believe I'm fixing to die, fixing to die
Feeling funny in my eyes, Lord
I believe I'm fixing to die
Well, I don't mind dying but
I hate to leave my children crying
There's a black smoke rising, Lord
It's rising up above my head, up above my head
There's a black smoke rising, Lord
It's rising up above my head, up above my head
And tell Jesus make up my dying bed

[Verse 3]
I'm walking kind of funny, Lord
I believe I'm fixing to die, fixing to die
Yes I'm walking kind of funny, Lord
I believe I'm fixing to die
Fixing to die, fixing to die
Well, I don't mind dying
But I hate to leave my children crying2Embed",0.289,0.57,0.141,-0.9948
roy orbison,the crowd,1962,"The Crowd LyricsI go out with the crowd, I play the game
Pretending out loud but it don't seem the same
For the heart of the crowd is gone from sight
My part of the crowd is not with me tonight

I remember the prom, every dance with you
All the crazy things that we used to do
Sometimes we'd wait for a chance
And then we'd steal away
From the crowd and the dance to our hideaway
Aww, but you're gone and it's not the same old game
I fall apart each time I hear your name
Guess I'll go along with the crowd, I'll make believe
That you'll come back to me, run back to me
Hurry back to the crowd a-and meEmbed",0.054,0.865,0.081,0.4215
the shirelles,putty in your hands,1962,"Putty in Your Hands LyricsYou say hop and I hop
You say stop and I stop
You say jump and I jump
Anything you say, I'm like a hunk of clay
I'm just like putty, putty in your hands, uh huh, uh huh

With one wave of your hand (putty putty putty putty)
I'm your slave to command (putty putty putty putty)
And I gladly obey (putty putty putty putty)
You say I'm like a hunk of clay
I'm just like putty, putty in your hands, uh huh, uh huh
You come straight a girl I've known before
You cut me down to the size of a rubber ball
You can use me, lose me, but never refuse me
Without your love I ain't nothin' at all, wo oh
They say I'm a fool (putty putty putty putty)
'Cause you treat me so cruel (putty putty putty putty)
But I'll go on this way (putty putty putty putty)
Without you, babe, I'm like a hunk of clay

You come straight a girl I've known before
You cut me down to the size of a rubber ball
You can use me, lose me, but never refuse me
Without your love I ain't nothin' at all, wo oh
They say I'm a fool (putty putty putty putty)
'Cause you treat me so cruel (putty putty putty putty)
But I'll go on this way (putty putty putty putty)
Without you, babe, I'm like a hunk of clay

I'm just like putty, putty in your hands, uh huh, uh huhEmbed",0.134,0.748,0.118,-0.895
the lettermen,smile,1962,"Smile LyricsSmile though your heart is aching
Smile even though its breaking
When there are clouds in the sky, youll get by
If you smile through your fear and sorrow
Smile and maybe tomorrow
Youll see the sun come shining through for you

Light up your face with gladness
Hide every trace of sadness
Although a tear may be ever so near
Thats the time you must keep on trying
Smile, whats the use of crying?
Youll find that life is still worthwhile
If you just smileEmbed",0.158,0.669,0.173,0.1531
roy orbison,summer song,1962,"Summersong LyricsOur summersong
Lingers on in my memory
Since you've
Been gone from me

Summer's come again
And again I'm alone
Wish you were near
When I hear our summersong

Our summersong lives on and on and on
Inside of me
And it will, yes until
You return to me
Oh, when the leaves
Fall away from the trees
I'll still be blue
All winter long

And I'll sing our summersong
And dream of you
I'll sing our summersong
And dream of youEmbed",0.022,0.872,0.105,0.7506
roy orbison,wedding day,1962,"Wedding Day LyricsWonder how long it will take
For this heart of mine to break
There's I watch you walk away
This was to be our wedding day
I won't hear the choir sing
While I hold your golden ring
Might as well throw it away
With my dreams of wedding day
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh to hold you in my arms again
I watched my whole world fade away
On this our wedding day
Who was right and who was wrong
Makes no difference when you're all alone
As I watch you walk away
Goodbye darling, goodbye wedding dayEmbed",0.061,0.824,0.114,0.8074
chubby checker,loddy lo,1962,"Loddy Lo LyricsLa La La Lardy
La La La Lardy
I've got a girl that I love so
Hey Lardy Lardy Lo
Her name is Lardy Lardy Lo
Hey Lardy Lardy Lo

Sing it:-
Hey Lardy Lardy Lardy
Hey Lardy Lardy Lo
Hey Lardy Lardy Lardy
Hey Lardy Lardy Lo
La La La Lardy
La La La Lardy
Don't know the word to any song
Hey Lardy Lardy Lo
But me and my Lardy get along
Hey Lardy Lardy Lo

Sing it now:-
Hey Lardy Lardy Lardy
Hey Lardy Lardy Lo
Hey Lardy Lardy Lardy
Hey Lardy Lardy Lo

And with the moon above
I should sing words of love
But all I do is sing her name
She gets the message just the same

Hey Lardy Lardy Lardy
Hey Lardy Lardy Lo
Hey Lardy Lardy Lardy
Hey girl I love you so

All together:-
La La La Lardy
La La La Lardy
La La La Lardy
Hey girl I love you so
And when we take a walk
We got no time for talk
Cause fancy talk is for the birds
A kiss is worth a thousand words

Hey Lardy Lardy Lardy
Hey Lardy Lardy Lo
Hey Lardy Lardy Lardy
Hey girl I love you so

All together:-
La La La Lardy
Oh yeah La La La LardyEmbed",0.011,0.849,0.14,0.9881
del shannon,cry myself to sleep,1962,"Cry Myself to Sleep LyricsThe party's over, everybody go home
I'm sorry but I'd like to be alone
'Cause every time I see her I have to weep
I'm gonna cry myself to sleep

I threw this party, never thought she'd come back
All she wants to do is see me cry
And when I see her I just have to weep
I'm gonna cry myself to sleep

Cry y-y-y-y-y
Cry y-y-y-y-y
Did you notice how she danced with every guy but me
She loves to see me in misery
I used to be her little buttercup
But now she comes around just to break me up

So everybody won't you please go home
The party's over and I'd like to be alone
And when I see her I just have to weep
I'm gonna cry myself to sleep

Cry y-y-y-y-y
Cry y-y-y-y-y

Did you notice how she danced with every guy but me
She loves to see me in misery
I used to be her little buttercup
But now she comes around just to break me up

So everybody won't you please go home
The party's over and I'd like to be alone
'Cause when I see her I just have to weep
I'm gonna cry myself to sleepEmbed",0.288,0.629,0.083,-0.996
andy williams,it might as well be spring,1962,"It Might as Well Be Spring LyricsI'm as restless as a willow in a windstorm
I'm as jumpy as a puppet on a string
I'd say that I had Spring fever
But I know it isn't Spring

I am starry-eyed and vaguely discontented
Like a nightingale without a song to sing
Oh, why should I have Spring fever
When it isn't even Spring?

I keep wishing I were somewhere else
Walking down a strange new street
Hearing words that I have never heard
From a girl I've yet to meet
I'm as busy as a spider spinning daydreams
I'm as giddy as a baby on a swing
I haven't seen a crocus or a rosebud or a robin on the wing
But I feel so gay in a melancholy way
That it might as well be Spring

It might as well be SpringEmbed",0.092,0.829,0.078,-0.3071
"peter, paul and mary",autumn to may,1962,"Autumn to May Lyrics[Verse 1]
Oh once I had a little dog
His color it was brown
I taught him for to whistle
To sing and dance and run
His legs they were fourteen yards long
His ears so very wide
Around the world in half a day
Upon him I could ride

[Refrain]
Sing tarry-o day
Sing autumn to May
[Verse 2]
Oh once I had a little frog
He wore a vest of red
He'd lean upon his silver cane
A top hat on his head
He'd speak of far off places
Of things to see and do
And all the kings and queens he'd met
While sailing in a shoe

[Refrain]
Sing tarry-o day
Sing autumn to May

[Verse 3]
Oh once I had a flock of sheep
They grazed upon a feather
I'd keep them in a music box
From wind or rainy weather
And every day the sun would shine
They'd fly all through the town
To bring me back some golden rings
Candy by the pound

[Refrain]
Sing tarry-o day
Sing autumn to May
[Verse 4]
Oh once I had a downey swan
She was so very frail
She sat upon an oyster shell
And hatched me out a snail
The snail had changed into a bird
The bird to butterfly
And he who tells a bigger tale
Would have to tell a lie

[Refrain]
Sing tarry-o day
Sing autumn to MayEmbed",0.005,0.987,0.008,0.128
jay & the americans,she cried,1962,"She Cried LyricsAnd when I told her
I didn't love her anymore
She cried (she cried)
And when I told her
Her kisses were not like before
She cried (she cried)
I thought that our romance was over and done
But to her it had just begun

And when I told her
Another girl had caught my eye
She cried (she cried)
And when I kissed her
A kiss that only meant goodbye
She cried (she cried)
(sha-la-la-la sha-la-la)

And when I told her
I didn't love her anymore
She cried (she cried)Embed",0.281,0.624,0.095,-0.9625
bob dylan,gospel plow,1962,"Gospel Plow Lyrics[Verse 1]
Mary wore three links of chain
Every link was Jesus name
Keep your hand on that plow, hold on
Oh Lord, Oh Lord, keep your hand on that plow, hold on

[Verse 2]
Mary, Mark, Luke and John
All these prophets so good and gone
Keep your hand on that plow, hold on
Oh Lord, Oh Lord, keep your hand on that plow, hold on
Well, I never been to heaven
But I've been told streets up there
Are lined with gold
Keep your hand on that plow, hold on
Oh Lord, Oh Lord, keep your hand on that plow, hold on
Oh Lord, Oh Lord, keep your hand on that plow, hold on
Oh Lord, Oh Lord, keep your hand on that plow, hold onEmbed",0.012,0.791,0.196,0.9792
"peter, paul and mary",if i had my way,1962,"If I Had My Way Lyrics[Verse 1]
You read about Sampson, you read about his birth
He was the strongest man that ever lived on Earth
One day Sampson was walking alone
He looked down on the ground and he saw an old jawbone
He lifted up that jawbone and he swung it over his head
And when he got to moving ten thousand was dead

[Chorus]
If I had my way
If I had my way in this wicked world
If I had my way I would tear this building down
[Verse 2]
Sampson and the lion got in attack
Sampson he crawled up on the lion's back
You read about this lion - he killed a man with his paw
(Had my way, had my way)
Sampson he got his hands around the lion's jaw
(Had my way, had my way)
And he ripped that beast 'til the lion was dead
(Had my way, had my way)
And the bees made honey in the lion's head
(Had my way, had my way)

[Chorus]
If I had my way
If I had my way in this wicked world
If I had my way I would tear this building down

[Verse 3]
Delilah she was a woman, she was fine and fair (Yeah)
She had lovely looks, God knows, and coal black hair
Delilah she climbed up on Sampson's knee
(Had my way, well if I had my way, well if I)
She said ""Tell me where your strength lies, if you please""
(Had my way, well if I had my way, well if I)
She talked so fine, she talked so fair
(Had my way, well if I had my way, well if I)
Sampson said ""Delilah, cut off my hair
(Had my way, well if I had my way, well)
Shave my head as clean as your hand
(Had my way, if I had my way)
And my strength will be like a natural man.""
(Had my way, had my way)
[Chorus]
If I had my way
If I had my way in this wicked world
If I had my way I would tear this building down
If I had my way
If I had my way
If I had my way in this wicked world
If I had my way I would tear this building down, yeah!Embed",0.086,0.787,0.126,0.8422
bobby vinton,halfway to paradise,1962,"Halfway to Paradise LyricsI want to be your lover
But your friend is all I've stayed
I'm only halfway to paradise
So near, yet so far away

I long for your lips to kiss my lips
But just when I think they may
You lead me halfway to paradise
So near, yet so far away, mmm

Bein' close to you is almost heaven (heaven)
But seein' you can do just so much
It hurts me so to know your heart's a treasure (treasure)
And that my heart is forbidden to touch, so
Put your sweet lips close to my lips
And tell me that's where they're gonna stay
Don't lead me halfway to paradise
Mmm, so near, yet so far away

Oh, uh, oh so near, yet so far away
Yeah, yeah so near, yet so far awayEmbed",0.043,0.633,0.324,0.9951
bob dylan,see that my grave is kept clean,1962,"See That My Grave Is Kept Clean Lyrics[Chorus]
Well there's one kind of favor I'll ask for you
Well there's one kind of favor I'll ask for you
There's just one kind of favor I'll ask for you
You can see that my grave is kept clean

[Verse 1]
And there's two white horses following me
And there's two white horses following me
I got two white horses following me
Waiting on my burying ground
[Verse 2]
Did you ever hear that coffin sound
Did you ever hear that coffin sound
Did you ever hear that coffin sound
Means another poor boy is under the ground

[Verse 3]
Did you ever hear them church bells toll
Did you ever hear them church bells toll
Did you ever hear them church bells toll
Means another poor boy is dead and gone

[Verse 4]
And my heart stopped beating and my hands turned cold
And my heart stopped beating and my hands turned cold
And my heart stopped beating and my hands turned cold
And I believe what the Bible told

[Chorus]
And there's one last favor I'll ask for you
And there's one last favor I'll ask for you
And just one last flavor I'll ask for you
You can see that my grave is kept clean1Embed",0.127,0.739,0.134,0.4255
billy joe royal,cherry hill park,1962,"Cherry Hill Park Lyrics[Verse 1]
Mary Hill used to hang out in Cherry Hill Park
The game she played lasted all day 'til way after dark
All the girls they criticized her
But all the guys just idolized her
'Cause Mary Hill was such a thrill after dark
In Cherry Hill Park

[Verse 2]
Mary Hill loved to ride on the merry-go-round
All the guys got eager eyes watchin' Mary go 'round
In the daytime Mary Hill was a teaser
Come the night she was such a pleaser
Oh, Mary Hill was such a thrill after dark
In Cherry Hill Park
[Chorus]
Oh, Mary Hill sure was fun down at Cherry Hill Park
Playin' games with everyone 'til way after dark
(Cherry Hill Park, Cherry Hill Park)

[Verse 3]
And then one day, Mary Hill, she married away
A man with money said, ""Come on honey"", and she said, ""OK""
She went away to play a one-man game
And since that day it ain't been the same
'Cause Mary Hill was such a thrill after dark
Down in Cherry Hill Park

[Chorus]
Ah, Mary Hill sure was fun down at Cherry Hill Park
Playin' games with everyone 'til way after dark
In Cherry Hill Park (Cherry Hill Park)

[Outro]
In Cherry Hill Park (Cherry Hill Park)
Whoa, Cherry Hill Park, yeah (Cherry Hill Park)
Talkin' 'bout Cherry Hill Park (Cherry Hill Park)Embed",0.016,0.817,0.167,0.9912
johnny tillotson,it keeps right on a-hurtin',1962,"It Keeps Right On A-Hurtin’ LyricsI cry myself to sleep each night
Wishing I could hold you tight
Life seems so empty since you went away
The pillow where you lay your head
Now holds my lonely tears instead
And it keeps right on a-hurtin'
Since you're gone

It keeps right on a-hurtin every minute of the day
Every hour you're away I feel so lonely
And I can't help it, I don't think I can go on
And it keeps right on a-hurtin' since you're gone
They say a man should never cry
But when I see you passing by
My heart breaks down and cries a million tears
You broke my heart and set me free
But you forgot your memory
And keeps right on a-hurtin' since your gone

It keeps right on a-hurtin every minute of the day
Every hour you're away I feel so lonely
And I can't help it, I don't think I can go on
And it keeps right on a-hurtin' since you're gone1Embed",0.137,0.767,0.096,-0.5031
sam cooke,somebody's gonna miss me,1962,"Somebody’s Gonna Miss Me LyricsSomebody's gonna miss me
Somebody's gonna miss me
Somebody's gonna miss me when I'm gone

Baby, somebody's gonna miss me
Somebody's gonna miss me
Somebody's gonna miss me when I'm gone

Yeah, when I begin to roam
A long long way from home
I know you're gonna miss me when I'm gone
Oh yes you will
When your friends all put you down
And there ain't nobody else around
I know you're gonna miss me when I'm gone
Baby let me tell you, I know you're gonna miss me
I know you're gonna miss me
I know you're gonna miss me when I'm gone

Oh baby, I know you're gonna miss me
I know you're gonna miss me
I know you're gonna miss me when I'm gone

Baby, I always kept you in my care
Ready to give and always to share
That's why you're gonna miss me when I'm gone
Oh yes you will

Someday you may forget me
And regret the day that you ever met me
But still you're gonna miss me when I'm gone

Baby let me tell you, I know you're gonna miss me
I know you're gonna miss me
I know you're gonna miss me when I'm gone

Oh I know you're gonna miss me
I know you're gonna miss me
I know you're gonna miss me when I'm goneEmbed",0.151,0.798,0.052,-0.8641
ray price,the kind of love i can't forget,1962,"The Kind Of Love I Can’t Forget LyricsThe kind of love I can't forget dear
Was the love you gave to me
I had my chance and now I suffer
My heart is filled with misery
Your heart was kind and oh, so failthful
It should have never known distress
And then my sorrow I am weeping
Though you don't care I must confess
--- Instrumental ---
So why not take me back again
Dear, we could live so happilly
The kind of love I can't forget, dear
Was the love you gave to me...Embed",0.161,0.532,0.307,0.9692
ray price,hang your head in shame,1962,"Hang Your Head In Shame LyricsOh, don't your conscience ever bother you
Everytime you hear my name
Try to think of all that I've gone through
And hang your head in shame
Someone came along and took my place
Then you gave me all the blame
You should go somewhere and hide your face
And hang your head in shame
--- Instrumental ---
When you said I was the only one
Twas just your little game
Try to think of all the harm you've done
And hang your head in shame
I should hate you but I love you still
In my heart I've kept the flame
You'll be sorry darling, yes you will
And hang your head in shame...Embed",0.131,0.729,0.14,0.8847
george jones,the same sweet girl,1962,"The Same Sweet Girl LyricsAll the years have seemed so short since I have known you
And the love I've shared with you I won't forget
And if we should ever reach a hundred years dear
You will be the same sweet girl as when we met
I'm so glad that I have found you little darling
In my heart I hold the sweetest memory
And each time I gaze into your eyes it's heaven
I can see the same sweet girl so dear to me
--- Instrumental ---
I could never stand to see you with another
When I think of losing you tears start to flow
When your golden curles have changed and turned to silver
You will be the same sweet girl as long ago
You will never have to live on just a promise
I will always be around you when you call
I will never share my kisses with another
Only with the same sweet girl my one and all...Embed",0.045,0.721,0.234,0.989
george jones,he's so good to me,1962,"He’s So Good to Me Lyrics(Clyde Beavers)
He is so good to me
He is so good to me
When I am down he comforts me
He is so good to me
When life darkness starts closing in
I meet in secret with my special friend
He talks to me and calmness begins
He is so good to me
He is so good to me
He is so good to me
When I am down he comforts me
He is so good to me
--- Instrumental ---
Each days burdens may touch my soul
But I meet with him and He makes me whole
My troubles gone and rest on the sea
He is so good to me
He is so good to me
He is so good to me
When I am down he comforts me
He is so good to me
He is so good to me
He is so good to me
When I am down he comforts me
He is so good to me
He is so good to me
He is so good to me
When I am down he comforts me
He is so good to me...Embed",0.028,0.623,0.35,0.998
george jones,san antonio rose,1962,"San Antonio Rose LyricsDeep within my heart lies a melody
A song of old San Antone
Where in dreams I live with a memory
Beneath the stars all alone
It was there I found beside the Alamo
Enchantment strange as the blue, up above
A moonlit path that only she would know
Still hears my broken song of love
Moon in all your splendor knows only my heart
Call back my Rose, Rose of San Antone
Lips so sweet and tender like petals fallin' apart
Speak once again of my love, my own
Broken song, empty words I know
Still live in my heart all alone
For that moonlit pass by the Alamo
And Rose, my Rose of San Antone
--- Instrumental ---
Moon in all your splendor knows only my heart
Call back my Rose, Rose of San Antone
Lips so sweet and tender like petals fallin' apart
Speak once again of my love, my own
Broken song, empty words I know
Still live in my heart all alone
For that moonlit pass by the Alamo
And Rose, my Rose of San Antone...Embed",0.098,0.664,0.238,0.9909
ray price,you don't love me (but i'll always care),1962,"You Don’t Love Me (But I’ll Always Care) LyricsYesterday brought love as sweet as clover
Every kiss was fresh as morning rain
But today you told me it's over
And my heart is burdened down with pain
Though it hurts me when you are so cold dear
And you know our love's beyon repair
Our love cheapen what was pure as gold dear
You don't love me but I'll always care
--- Instrumental ---
Darling, I am glad that I have known you
Every sorrow that we have to share
And in dreams I know I'll always own you
You don't love me but I'll always care
Though it hurts me when you are so cold dear
And you know our love's beyon repair
Our love cheapen what was pure as gold dear
You don't love me but I'll always care...Embed",0.153,0.504,0.344,0.9928
george jones,he made me free,1962,"He Made Me Free Lyrics(Darrell Edwards)
I had drifted for so long with my life so full of wrong
That the Lord should have turned his back on me
But He took the trembling hand of a lost and lonely man
Broke the chains from mortal shame and made me free. (He made me free.)
Yes, He took away the sin from my soul where it had been
And He helped my blinding eyes again to see
Oh yes, and now I understand the beauty of salvation's plan
Out on the cross He paid the cost and made me free. (He made me free.)
--- Instrumental ---
I had sunk so deep in shame never calling on His name
All the joys of life had turned to misery
But then He gave me back control of my lost and wandering soul
Removed the fears, dried my tears and made me free. (He made me free.)
Yes, He took away the sin that had stained me deep within
And He gave me back the faith that I might see
Now, I'm so glad I understand the promise of salvations plan
Out on the cross (the cross) He bore the lose (the lose)
And made me free. (He made me free...)Embed",0.19,0.581,0.23,0.9453
marty robbins,if i could cry,1962,"If I Could Cry LyricsIf I could cry
I'd ease this achin' heart inside
But though I often try
The tears stay hidden deep inside
They just won't start
Though none can take your place
In my heart
I should let go

But the hurt is just too deep to show
I guess it's just my pride
What can I do (what can I do)
Though a tear may start to form
Each time I hold your warm, warm memory near
Until I die I guess that
I will never cry for you
Though a tear may start to form
Each time I hold your warm, warm memory near
Until I die I guess that
I will never cry for youEmbed",0.139,0.673,0.188,0.6769
stonewall jackson,second choice,1962,"Second Choice LyricsI'm always second choice I'm never first with you
Oh how it hurts to see you out with someone new
But I'll wait around while you play around and have your fun
Maybe someday you'll make second choice your one and only one

Just when I think I'm number one I find I'm number two
I feel the pain and hide the hurt that I go through
I live on dreams my precious dreams that never will come true
How long will I be second choice and love you like I do
[ steel ]
Though second choice is hard to take I'll never change sweetheart
I'll always be around to play the loser's part
I'll swallow pride and lock inside the heartaches that I feel
How long will I be second choice with the love so real
I'm always second choice...Embed",0.117,0.654,0.228,0.9727
stonewall jackson,lives like mine,1962,"Lives Like Mine LyricsI'm sitting here a thinking but wasting my time
I know that these old blues has got me down
I've never been a winner I've been a good loser
But lives like mine's what make this world go round
But lives like mine must have the destiny the rest of mine I just don't care to see
Should I be another man with no peace to be found
But lives like mine's what make this world go round
[ piano - guitar ]
I've tried to earn a fortune I've tried to start a home
But there's no gold and love has left me down
So finally I'm knowing there's no way to make the showing
But lives like mine's what make this world go round
Yes lives like mine...Embed",0.145,0.675,0.18,0.729
stonewall jackson,hungry for love,1962,"Hungry For Love LyricsHow many arms hold the wrong one so tight under these heavens above
How many lips kiss the wrong one goodnight
But is it wrong when you're hungry for love but is it wrong when you're hungry for love

I know that it's a sin but here I go again out with someone else just like last night
My heart I can't control since your love's grown cold
And to live with faded love just ain't right
How many arms hold...
[ banjo ]
I know that it's a sin...
How many arms hold...Embed",0.161,0.601,0.238,0.9118
marty robbins,it had to be you,1962,"It Had to Be You LyricsIt had to be you, it had to be you
I wandered around and finally found somebody who
Could make me be blue, could make me be true
And even be glad just to be sad
Thinkin' of you
Some others I've seen, might never be mean
Might never be cross or try to be boss
But they wouldn't do
Nobody else gave me a thrill
With all your faults I love you still
It had to be you, wonderful you
It had to be you
Some others I've seen, might never be mean
Might never be cross or try to be boss
But they wouldn't do
Nobody else gave me a thrill
With all your faults I love you still
It had to be you, wonderful you
Had to be youEmbed",0.061,0.748,0.191,0.9743
george jones,my cup runneth over,1962,"My Cup Runneth Over LyricsDark days ago (dark days ago)
I walked all alone (walked all alone)
I thought for my sins I could never atone
But then I was loved when I heard a voice say
Look and I'll turn all your darkness to day
Then I knelt down to pray (knelt down to pray.)
Now my cup runneth over (cup runneth over)
Life is so sweet (life is so sweet)
All I could hope for to make it complete
Down lifes silvery pathway He's walkin' with me
My cup runneth over, no sorrow I'll see
My Jesus loves me (Jesus loves me.)
--- Instrumental ---
My future looks bright (future looks bright)
My heart is at ease (heart is at ease)
And every night while down on my knees
I thank the good Lord who smiles from above
And the happiess wraps me around like a glove
For I have His love ( I have his love.)
My cup runneth over (cup runneth over)
Life is so sweet (life is so sweet)
All I could hope for to make it complete
Down lifes silvery pathway He's walkin' with me
My cup runneth over, from sin I am free
My Jesus saved me (Jesus saved me...)Embed",0.037,0.576,0.387,0.9989
marty robbins,looking back,1962,"Looking Back LyricsLookin' back over my life
I can see where I caused you strife
And I know, yes I know
I'd never make that same mistake again
Lookin' back over my deeds
I can see signs wise men heed
And if I just had the chance
I'd never make that same mistake again

Once my cup was overflowin'
But I gave nothin' in return
Now I can't begin to tell you
What a lesson I have learned
Well, lookin' back over the slate
I can see love turnin' to hate
And I know, yes I know
I'd never make that same mistake again
Once my cup was overflowin'
But I gave nothin' in return
Now I can't begin to tell you
What a lesson I have learned
Well, lookin' back over the slate
I can see love turnin' to hate
And I know, yes I know
I'd never make that same mistake againEmbed",0.105,0.739,0.156,0.8658
don gibson,how's the world treating you,1962,"How’s the World Treating You LyricsI have nothing but sorrow since you said we were through
Tthere's no hope for tomorrow how's the world treatin' you
Every sweet thing that mattered has been broken in two
All my dreams have been shattered how's the world treating you

Do you wonder about me like I'm hoping you do
Are you lonesome without me have you found someone new
Are you burning and yearning do you ever get blue
Do you think of returning how's the world treating youEmbed",0.131,0.69,0.178,0.6434
marty robbins,don't throw me away,1962,"Don’t Throw Me Away LyricsDon't be foolish
Don't, don't throw me away
Keep me around
Just for keeps, dear
You might need a laugh someday, oh

Love is unpredictable
At least I've heard people say
Keep me around
Just for keeps, dear
You might need a laugh someday, oh
I've learned how to smile and pretend
When my heart wants me to cry
You may have to learn
How to hide tears that burn
And who could teach better than I, oh

Don't be foolish
Don't, don't throw me away
Keep me around
Just for keeps, dear
You might need a laugh someday, ohEmbed",0.061,0.666,0.273,0.9816
don gibson,we live in two different worlds,1962,"We Live In Two Different Worlds LyricsWe live in two different worlds dear that's why we're so far apart
You made your world out of vows that were broken I built the world in my heart

Everyone here tried to warn me you were just a playing game
I told them all we were made for each other I thought our worlds were the same

We live in two different worlds dear...Embed",0.056,0.836,0.107,0.6249
conway twitty,sweet sorrow,1962,"Sweet Sorrow LyricsSweet morning takes you away
Sweet nothings we try to say
Only music fills the space
Only sadness on my face

Sweet sorrow, parting is such
Sweet sorrow, sweet misery
I love your company
But one day it's you I'll send away

Only music fill the space
Only sadness on my face
Sweet sorrow, parting is such
Sweet sorrow, parting is such
Parting is such, parting is suchEmbed",0.243,0.548,0.209,-0.6542
conway twitty,the next kiss (is the last goodbye),1962,"The Next Kiss (Is the Last Goodbye) LyricsTime to say goodbye I know I've said it before
Though I hate to go I can't be hurt anymore
You've never seen me with a tear in my eye
The next kiss is the last goodbye

When I'm not around there's someone else you can call
Half a love is worse than havin' nothin' at all
I needed your love and my darlin' that's why
The next kiss is the last goodbye

No more holding hands
No more whispering words tenderly
Know it breaks my heart
There's no other way for me
Time to say goodbye is nothing else that I can do
Wish you all the luck with your somebody knew
If I said I'd forget I'd be telling a lie
The next kiss is the last goodbye
Just one more kiss and then baby goodbye
Well one one more kiss that means goodbyeEmbed",0.081,0.692,0.227,0.9819
conway twitty,don't you dare let me down,1962,"Don’t You Dare Let Me Down LyricsDon't you dare let me down
Don't you dare let me down
Don't you dare let me down
Hey, don't you dare let me down

I'm so mad about you
I can't live without you
And I would never doubt you
Don't you dare let me down

Take me anywhere sweetie
I don't care
As long as you are there
Hey, don't you dare let me down
Everytime you say
That you're goin' away
You know my heart keeps believin'
That you'll come back someday

And be here still by my side
Keepin' me satisfied
Don't you run away and hide
Hey, don't you dare let me down

Don't you dare let me down

--- Instrumental ---

Everytime you say
That you're goin' away
You know my heart keeps believin'
That you'll come back someday

Uh, huh, don't you dare let me down
Oh baby, don't you dare let me down
Won't you hear me now
Don't you dare let me down
I said now, don't you dare let me down
Oh baby, don't you dare let me down...Embed",0.042,0.876,0.082,0.8428
conway twitty,"i'm in a blue, blue mood",1962,"I’m In a Blue, Blue Mood LyricsI'm in the blue, blue mood now that you're gone, oh wee
I'm in the blue, blue mood it's been a lonesome day
I'm in the blue, blue mood I see you everywhere
I reach out to hold you but you're not there
It's just my blue, blue mood

Maybe someday love will come and stay
And things will turn out right
Oh, oh, oh, but for tonight
I'm in the blue, blue mood
I'm in the blue, blue mood
I feel you everywhere
I turn around to talk to you but you're not there
It's just my blue, blue mood

I'm in the blue, blue mood
I'm in the blue, blue mood
I'm in the blue, blue moodEmbed",0.013,0.934,0.052,0.7269
conway twitty,it's driving me wild,1962,"It’s Drivin’ Me Wild LyricsHarder harder you've got to make your point
Harder harder till it hurts in every joint
See what you've done
When you reach for the sun
The pain goes away
Things go your way
If you push hard

Faster faster you've got to win your race
Faster faster you fight for every place
Don't ease up till
The top of the hill
The pain goes away
And life goes your way
If you push fast
What can you do when you stay
In your soft and easy life
When ambition is burning to make a break
What can I do
Lost in a haze
Telling you how
But I'm just in a daze
Wild, it's driving me wild
It's driving me wildEmbed",0.108,0.842,0.05,-0.7008
