artist,title,year,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
lester flatt,joy bells,1951,"Joy Bells LyricsJoy bells joy bells everlasting joy bells I can hear them ringing while the hallelujahs roll
Joy bells joy bells heavenly joy bells keep the joy beels ringin' down in my soul
[ dobro - banjo ]
One day I fell down on my knees and Jesus heard me pray
He filled me with his spirit and he washed my sins away
And then the bells of glory for me began to toll
Now Jesus keeps the joy bells ringing in my soul
Joy bells joy bells...
[ dobro - banjo ]
Joy bells joy bells...
It keep the joy beels ringin' down in my soulEmbed",0.019,0.585,0.396,0.9958
louis prima,one mint julep,1951,"One Mint Julep LyricsOne early mornin', as I was walkin'
I met a woman, and started talkin'
Went in a tavern, to get a few nips
And all I had was a mint julep
One mint julep was the cause of it all

I don't remember just how it started
But all I know is we should have parted
I stole a kiss and, then another
I didn't mean to take it further
One mint julep was the cause of it all
Oh, he lights were burning low, there in the tavern
When through the swingin' door, up jumped her father
He said 'I saw you when you kissed my daughter
Got to wed her right now, or face a slaughter!'

I didn't know just what I was doin'
I had to marry or face ruin
A mint julep, a mint julep
A mint julep, a mint julep
One mint julep was the cause of it all

Now listen, I don't want to bore you uh, with all my troubles
But uh, from now on I'll be thinkin' double
And I'll buy her roses, and maybe- maybe tulips
I've got too much trouble from buying juleps!

I don't remember just how it started
But all I know is we should have parted
A mint julep, a mint julep
A mint julep, a mint julep
One mint julep
Yes, one mint julep
Was the cause of it all!Embed",0.068,0.882,0.049,-0.7049
louis prima,eleanor,1951,"Eleanor LyricsEleanor! Eleanor!
Eleanor! (Eleanor!) Eleanor! (Eleanor!)
Open up, open up
Won't you please open up-a the door
Eleanor! (Eleanor!) Eleanor! (Eleanor!)
Open up, open up
Won't you please open up-a the door

Outside it's very cold and I am freezin'
Listen to your lover, how he's sneezin' (Achoo!)
Eleanor! (Eleanor!) Eleanor! (Eleanor!)
Open up, open up
Won't you please open up-a the door
Ever since I first met Eleanor
She showered me with hugs and kisses galore
But now I get no kisses anymore
I think she let someone else in through the door
Eleanor! (Eleanor!) Eleanor! (Eleanor!)
Open up, open up
Won't you please open up-a the door
Eleanor! (Eleanor!) Eleanor! (Eleanor!)
Faccia brutto, faccia brutto
I don't love you anymore!

Her chicken cacciatore you should see
She eats the meat and throws the bones at me
Eleanor! (Eleanor!) Eleanor! (Eleanor!)
Open up, open up
Won't you please open up-a the door

Eleanor! Eleanor! (Eleanor)
Eleanor, open-za door, ah Maria
It's-a cold outside, babyEmbed",0.103,0.861,0.037,-0.899
louis prima,basta,1951,"Basta LyricsBasta, basta, basta, basta
Hey, enough is enough
If you don't begin to stop
I will have to call a cop
Basta, basta, basta, basta
Hey, you're getting too rough
I can hardly catch a breath
You are squeezing me to death

Do you have color blindness?
Can't you see that the light is red?
You're killing me with kindness
Let go of the face, a-let go of the neck
A-let go of the ears, a-let go of the head!
Basta, basta, basta, basta
Hey, enough is enough
Though I love your tender touch
Won't you please release the clutch
Basta, basta, basta, hey, enough is enough!
Enough is too much

[Keely Smith]
Basta, basta, basta, basta
Hey, enough is enough
If you don't commence to cease
I will yell for the police!
Basta, basta, basta, basta
Hey, enough is enough
When you're giving me the squeeze
Won't you take it easy please

How long have you been training?
You've got an iron grip
Although I hate complainin'
Let go of the arm, a-let go of the throat
A-let go of the leg, a-let go of the hip!

Basta, basta, basta, basta
Hey, you're gettin' too rough
You're a pretty bit of fluff
But it's tough to take the guff
Basta, basta, basta, hey, enough is enough!
Enough is too much
[Louis Prima]
Basta, basta, basta, basta
Hey, you're getting too rough

[Keely]
I can hardly catch a breath
You are squeezing me to death

[Louis]
Do you have color blindness?
Can't you see that the light is red?

[Both]
Let go of the face, a-let go of the neck
A-let go of the ears, a-let go of the head!

Basta, basta, basta, basta
Hey, enough is enough
Though I love your tender touch
Won't you please release the clutch
Basta, basta, basta, hey, enough is enough!
Enough is too muchEmbed",0.055,0.882,0.063,-0.528
dean martin,i ran all the way home,1951,"I Ran All The Way Home LyricsI ran all the way home
Just to tell you that I'm sorry
I really didn't mean to be
So mean to you

I ran all the way home
Just to hold you in my arms dear
I always want you near to me
'Cause I love you

The moment I closed the door behind me
And I heard you cry
I knew I acted blindly
That I couldn't say good bye
I ran all the way home
Just to hold you in my arms dear
I always want you near to me
'Cause I love you

The moment I closed the door behind me
And I heard you cry
I knew I acted blindly
That I couldn't say good bye

I ran all the way home
Just to beg you to forgive me
I want your love to be my own
Just mine aloneEmbed",0.071,0.791,0.137,0.8882
doris day,you're getting to be a habit with me,1951,"You’re Getting To Be A Habit With Me LyricsEvery kiss
Every hug
Seems to act
Just like a drug
You're getting to be
A habit with me

Let me stay
In your arms
I'm addicted
To your charms
You're getting to be
A habit with me
I used
To think your love
Was something
I could take
Or leave alone
But now I couldn't do
Without my supply
I need you for my own

Oh
I can't break away
I must
Have you everyday
As regularly
As coffee or tea
You've got me
In your clutches
And I can't break free
You're getting to be
A habit with meEmbed",0.052,0.86,0.087,0.4761
bing crosby,santa claus is comin' to town,1951,"Santa Claus Is Comin’ to Town Lyrics[Chorus: Bing Crosby, The Andrews Sisters, Both]
You better watch out
You better not cry
You netter not pout
I'm telling you why (Why?)
Santa Claus is comin' to town, gather 'round

[Verse 1: Bing Crosby, The Andrews Sisters, Both]
He's making a list (Ooo)
And checking it twice (Ooo)
He's gonna find out who's naughty and nice
Santa Claus is comin' to town
He sees you when you're sleeping
He knows when you're awake
He knows if you've been bad or good
So be good for goodness sake

[Chorus: Bing Crosby, The Andrews Sisters, Both]
You better watch out
You better not cry
You better not pout
I'm telling you why (Ooo)
Santa Claus is comin' to town

[Verse 2: Bing Crosby, The Andrews Sisters]
With little tin horns, little tin drums
Rudy-toot-toots and rummy tum tums
Santa Claus is comin' to town

And curly head dolls that toddle and coo
Elephants, boats and kiddy cars too
Santa Claus is comin' to town

The kids and girls in boy land
Will have a jubilee
They're gonna build a toy land town
All around the Christmas tree
[Chorus: Bing Crosby, The Andrews Sisters]
You better watch out
You better not cry
You better not pout
I'm telling you why
Santa Claus is comin' to town

[Verse 3: Bing Crosby, The Andrews Sisters]
He sees you when you're sleepin'
And he knows when you're awake
He knows when you've been bad or good
So be good for goodness sake

[Chorus: Bing Crosby, The Andrews Sisters, Both]
You better watch out
You better not cry
You better not pout
I'm telling you why
Santa Claus is comin' to town

You better watch out
You better not cry
Better not pout
I'm telling you why
Santa Claus is comin' to town
[Outro: Bing Crosby, The Andrews Sisters, Both]
You mean, the big fat man with the long white beard?
He's comin' to townEmbed",0.044,0.789,0.167,0.992
dean martin,sailors' polka,1951,"Sailors’ Polka LyricsCome on and play the sailors' polka
Make way for Navy blue
Oh how the girls love to polka
With a sailor who's tried and true

Where there is music and there's moonlight
The Navy knows what to do
So come on and play the sailors' polka
Make way for Navy blue

(Oh the band will start a-playing
When the fleet comes sailing in
They'll be hip hip hip hooray-ing
And the good times will begin)
They'll be gobs and gobs of misses
Who'll be waiting on the shore
With gobs and gobs of kisses
For the gobs that they adore

(Long before they drop anchor
You will hear the music start
Every pretty girl will hanker
To win a sailor's heart)

Yeah, the band will start a-playing
The dancing will begin
When the fleet comes sailing in

Come on and play the sailors' polka
Make way for Navy blue
Oh how the girls love to polka
With a sailor who's tried and true

Where there is music and there's moonlight
The Navy knows what to do
So come on and play the sailors' polka
Make way for Navy blueEmbed",0.018,0.775,0.207,0.9917
dean martin,solitaire,1951,"Solitaire LyricsSince you're gone I spend each lonely night
Dealing out the cards from left to right
And the queen of hearts is there to remind me
That I'm all alone just playing solitaire

Love was just another game for two
I see now that's all it meant to you
And my heart got lost somewhere in the shuffle
Now I'm all alone just playing solitaire

In each romance there's an element of chance
The gamble to win or to lose
You play to win
Then you find you're playing in a game with no rules, just made for fools
Now the joker has the laugh on me
Cuz I played my hand so carelessly
And until you want to share that old feeling
I'll be dealing time away with solitaire
And until you want to share that old feeling
I'll be dealing time away with solitaireEmbed",0.102,0.615,0.283,0.9847
doris day,moonlight bay,1951,"Moonlight Bay LyricsWe were sailing along on Moonlight Bay
We could hear the voices ringing
They seemed to say
""You have stolen her heart""
""Now don't go 'way""
As we sang love's old sweet song on Moonlight Bay

We were sailing along on Moonlight Bay
We could hear the voices ringing
They seemed to say
""You have stolen her heart""
""Now don't go 'way""
As we sang love's old sweet song on Moonlight Bay
We were sailing along on Moonlight Bay
We could hear the voices ringing
They seemed to say
""You have stolen her heart"" (You have stolen her heart)
""Now don't go 'way""
As we sang love's old sweet song on Moonlight Bay
(Sailing through the moonlight on Moonlight Bay)Embed",0.086,0.742,0.172,0.9325
the andrews sisters,winter wonderland,1951,"Winter Wonderland LyricsSleigh bells ring
Are you listening
In the lane
Snow is glistening
A beautiful sight
We're happy tonight
Walking in a winter wonderland
Gone away is the bluebird
Here to stay is a new bird
He sings a love song
As we go along
Walking in a winter wonderland
In the meadow we can build a snowman
Then pretend that he is Parson Brown
He'll say: Are you married?
We'll say: No man
But you can do the job
When you're in town
Later on
We'll conspire
As we dream by the fire
To face unafraid
The plans that we've made
Walking in a winter wonderland
In the meadow we can build a snowman
And pretend that he's a circus clown
We'll have lots of fun with mister snowman
Until the all the kids knock him down
When it snows
Ain't it thrilling
Though your nose gets a chilling
We'll frolic and play
The Eskimo way
Walking in a winter wonderland
Walking in a winter wonderland
Walking in a winter wonderlandEmbed",0.063,0.845,0.092,0.8161
